,ind1,ind2,indAll,indAny,indnot1,indnot2,ind1=tempResponsive,ind2=PIF7Dependent
946,AT2G20722,AT4G28720,,AT4G33740,,,,
947,AT5G20450,AT4G12880,,AT1G54200,,,,
948,AT4G33490,AT1G18970,,AT3G22961,,,,
949,AT5G54585,AT3G63375,,AT2G37340,,,,
950,AT1G11260,AT1G59710,,AT1G55330,,,,
951,AT5G23860,AT3G09600,,AT3G48600,,,,
952,AT1G74670,AT5G64780,,AT5G51440,,,,
953,AT2G07718,AT3G23030,,AT4G18780,,,,
954,AT5G16110,AT2G43870,,AT5G24210,,,,
955,AT1G77200,AT4G25260,,AT1G79460,,,,
956,AT4G27450,AT5G24380,,AT1G69570,,,,
957,AT5G12250,AT3G52680,,AT3G56960,,,,
958,AT5G51200,AT1G71870,,AT1G58370,,,,
959,AT3G52720,AT3G26840,,AT1G11080,,,,
960,AT1G24260,AT3G54510,,ATMG00990,,,,
961,AT1G65370,AT3G22400,,AT5G03552,,,,
962,AT2G42900,AT3G13610,,AT5G06590,,,,
963,AT2G43375,AT4G30320,,AT1G69600,,,,
964,AT2G20560,AT1G21140,,AT5G41800,,,,
965,AT1G70270,AT5G43860,,AT1G60030,,,,
966,AT4G23670,AT4G08685,,AT3G20100,,,,
967,AT1G69780,AT1G62380,,AT5G17165,,,,
968,AT2G38080,AT1G74670,,AT1G58150,,,,
969,AT2G23180,AT1G78340,,AT5G66310,,,,
970,AT3G17110,AT1G77200,,AT1G29465,,,,
971,AT1G64670,AT5G12250,,AT3G14450,,,,
972,AT3G16050,AT4G19130,,AT3G14452,,,,
973,AT5G66110,AT1G49860,,AT1G29460,,,,
974,AT5G01930,AT1G14460,,AT4G26290,,,,
975,AT3G58850,AT2G42900,,AT1G03200,,,,
976,AT1G75500,AT5G03890,,AT2G26560,,,,
977,AT5G06470,AT1G70270,,AT5G65890,,,,
978,AT1G25988,AT3G55970,,AT3G53830,,,,
979,AT5G25450,AT1G64670,,AT2G19660,,,,
980,AT5G39865,AT1G70690,,AT1G09310,,,,
981,AT1G77870,AT5G02200,,AT2G46790,,,,
982,AT1G03760,AT3G58850,,AT1G54050,,,,
983,AT1G52190,AT1G75500,,AT1G23060,,,,
984,AT5G27360,AT1G25988,,AT3G27250,,,,
985,AT1G20920,AT5G39865,,AT2G46810,,,,
986,AT5G62020,AT1G77870,,AT3G11430,,,,
987,AT5G61455,AT1G52190,,AT3G05250,,,,
988,AT2G33250,AT2G32210,,AT2G27370,,,,
989,AT3G03840,AT3G03110,,AT5G65710,,,,
990,AT2G30480,AT2G47000,,AT3G10720,,,,
991,AT4G01680,AT3G03840,,AT5G06980,,,,
992,AT4G16260,AT5G02850,,AT2G42380,,,,
993,AT4G18970,AT2G29480,,AT1G12780,,,,
994,AT4G33666,AT1G76470,,AT1G72140,,,,
995,AT4G28720,AT4G16260,,AT3G53230,,,,
996,AT5G13790,AT4G18970,,AT3G53232,,,,
997,AT1G52750,AT2G23590,,AT2G39980,,,,
998,AT2G07807,AT4G30020,,AT3G47510,,,,
999,AT3G17185,AT3G50900,,AT5G64660,,,,
1000,AT2G21830,AT1G52750,,AT5G13490,,,,
1001,AT5G03120,AT2G21830,,AT1G49310,,,,
1002,AT1G21520,AT2G12462,,AT4G37450,,,,
1003,AT4G08685,AT5G25450,,ATMG00330,,,,
1004,AT3G26230,AT5G15150,,AT1G68360,,,,
1005,AT2G07808,AT1G69530,,AT5G65390,,,,
1006,AT1G21680,AT5G42655,,AT2G43870,,,,
1007,,,,AT5G54080,,,,
1008,,,,AT5G48900,,,,
1009,,,,AT3G01770,,,,
1010,,,,AT2G36830,,,,
1011,,,,AT5G48570,,,,
1012,,,,AT5G53830,,,,
1013,,,,AT2G31980,,,,
1014,,,,AT5G59130,,,,
1015,,,,AT3G01490,,,,
1016,,,,AT5G45080,,,,
1017,,,,AT3G21950,,,,
1018,,,,AT3G53420,,,,
1019,,,,AT5G21170,,,,
1020,,,,AT1G64360,,,,
1021,,,,AT4G21340,,,,
1022,,,,AT1G64200,,,,
1023,,,,ATCG00940,,,,
1024,,,,AT1G11410,,,,
1025,,,,AT1G10550,,,,
1026,,,,AT4G12320,,,,
1027,,,,AT1G79245,,,,
1028,,,,ATMG00640,,,,
1029,,,,AT5G38150,,,,
1030,,,,AT2G33051,,,,
1031,,,,AT4G21740,,,,
1032,,,,AT4G37980,,,,
1033,,,,AT2G37180,,,,
1034,,,,AT1G75166,,,,
1035,,,,AT5G13930,,,,
1036,,,,AT4G12730,,,,
1037,,,,AT5G21105,,,,
1038,,,,AT3G30214,,,,
1039,,,,AT5G03130,,,,
1040,,,,AT5G16340,,,,
1041,,,,AT1G30280,,,,
1042,,,,AT5G03260,,,,
1043,,,,ATCG00360,,,,
1044,,,,AT1G62981,,,,
1045,,,,AT1G52690,,,,
1046,,,,AT4G37800,,,,
1047,,,,AT3G56230,,,,
1048,,,,AT4G31940,,,,
1049,,,,AT5G60840,,,,
1050,,,,AT3G52060,,,,
1051,,,,AT2G39850,,,,
1052,,,,AT3G21550,,,,
1053,,,,AT3G53040,,,,
1054,,,,AT5G54165,,,,
1055,,,,AT2G07726,,,,
1056,,,,AT5G41060,,,,
1057,,,,AT5G41140,,,,
1058,,,,AT4G39363,,,,
1059,,,,AT4G39364,,,,
1060,,,,AT4G39955,,,,
1061,,,,AT4G17695,,,,
1062,,,,AT1G75260,,,,
1063,,,,AT5G41900,,,,
1064,,,,AT3G18773,,,,
1065,,,,AT4G33905,,,,
1066,,,,AT5G03720,,,,
1067,,,,AT3G62860,,,,
1068,,,,AT5G51170,,,,
1069,,,,AT2G04040,,,,
1070,,,,AT5G03860,,,,
1071,,,,AT5G11110,,,,
1072,,,,AT4G10150,,,,
1073,,,,AT5G57660,,,,
1074,,,,AT3G15095,,,,
1075,,,,AT3G16180,,,,
1076,,,,AT1G14520,,,,
1077,,,,AT5G15580,,,,
1078,,,,AT4G38860,,,,
1079,,,,ATMG01080,,,,
1080,,,,AT3G06140,,,,
1081,,,,AT4G08555,,,,
1082,,,,AT5G49280,,,,
1083,,,,AT4G25760,,,,
1084,,,,AT1G61340,,,,
1085,,,,AT4G25810,,,,
1086,,,,AT3G48550,,,,
1087,,,,AT2G15490,,,,
1088,,,,AT4G35100,,,,
1089,,,,AT1G15175,,,,
1090,,,,AT1G60740,,,,
1091,,,,AT5G55730,,,,
1092,,,,AT2G33570,,,,
1093,,,,AT1G04040,,,,
1094,,,,AT2G26690,,,,
1095,,,,AT2G37870,,,,
1096,,,,AT3G13061,,,,
1097,,,,AT5G52900,,,,
1098,,,,AT4G34760,,,,
1099,,,,AT1G04310,,,,
1100,,,,AT1G78340,,,,
1101,,,,AT3G62070,,,,
1102,,,,AT1G15310,,,,
1103,,,,AT3G02850,,,,
1104,,,,AT1G04250,,,,
1105,,,,AT4G19460,,,,
1106,,,,AT5G15830,,,,
1107,,,,AT5G49120,,,,
1108,,,,AT5G18690,,,,
1109,,,,AT5G52882,,,,
1110,,,,AT3G55900,,,,
1111,,,,AT5G43700,,,,
1112,,,,AT5G21100,,,,
1113,,,,AT2G24280,,,,
1114,,,,AT1G15380,,,,
1115,,,,AT1G19350,,,,
1116,,,,AT4G33010,,,,
1117,,,,ATCG00340,,,,
1118,,,,AT1G61667,,,,
1119,,,,AT2G29340,,,,
1120,,,,AT1G74430,,,,
1121,,,,AT5G57920,,,,
1122,,,,AT1G04220,,,,
1123,,,,AT5G45070,,,,
1124,,,,AT5G24380,,,,
1125,,,,AT3G11600,,,,
1126,,,,AT3G63050,,,,
1127,,,,AT1G72770,,,,
1128,,,,AT5G22500,,,,
1129,,,,AT1G15790,,,,
1130,,,,AT2G20723,,,,
1131,,,,AT5G52120,,,,
1132,,,,AT1G67900,,,,
1133,,,,AT5G27000,,,,
1134,,,,AT5G42200,,,,
1135,,,,AT1G68690,,,,
1136,,,,AT3G11690,,,,
1137,,,,AT5G66920,,,,
1138,,,,AT1G33640,,,,
1139,,,,ATCG01060,,,,
1140,,,,AT5G66840,,,,
1141,,,,AT4G01335,,,,
1142,,,,ATCG00040,,,,
1143,,,,AT1G08300,,,,
1144,,,,AT2G15580,,,,
1145,,,,AT2G24190,,,,
1146,,,,AT1G13790,,,,
1147,,,,AT5G63600,,,,
1148,,,,AT2G27660,,,,
1149,,,,AT1G43790,,,,
1150,,,,AT2G23000,,,,
1151,,,,AT5G42655,,,,
1152,,,,AT5G47560,,,,
1153,,,,AT4G33420,,,,
1154,,,,ATCG00720,,,,
1155,,,,AT5G25460,,,,
1156,,,,AT2G18050,,,,
1157,,,,AT1G62290,,,,
1158,,,,AT1G71870,,,,
1159,,,,AT4G22200,,,,
1160,,,,AT2G40090,,,,
1161,,,,AT5G44190,,,,
1162,,,,AT1G31580,,,,
1163,,,,AT2G36750,,,,
1164,,,,AT3G02620,,,,
1165,,,,AT2G41312,,,,
1166,,,,AT5G47240,,,,
1167,,,,AT5G66650,,,,
1168,,,,AT4G36600,,,,
1169,,,,AT4G08150,,,,
1170,,,,AT1G72180,,,,
1171,,,,AT1G68560,,,,
1172,,,,AT5G41470,,,,
1173,,,,AT3G12320,,,,
1174,,,,AT3G54030,,,,
1175,,,,AT1G13245,,,,
1176,,,,AT1G29500,,,,
1177,,,,AT3G46900,,,,
1178,,,,AT1G52830,,,,
1179,,,,AT2G19580,,,,
1180,,,,AT2G23672,,,,
1181,,,,AT2G23170,,,,
1182,,,,AT1G62920,,,,
1183,,,,AT3G15340,,,,
1184,,,,AT2G47780,,,,
1185,,,,AT4G17460,,,,
1186,,,,AT5G24206,,,,
1187,,,,AT5G24160,,,,
1188,,,,AT5G42250,,,,
1189,,,,AT1G01620,,,,
1190,,,,AT2G40475,,,,
1191,,,,AT2G47770,,,,
1192,,,,AT5G59240,,,,
1193,,,,AT4G36730,,,,
1194,,,,AT1G32100,,,,
1195,,,,AT5G05420,,,,
1196,,,,AT1G32450,,,,
1197,,,,AT5G60020,,,,
1198,,,,AT4G19120,,,,
1199,,,,AT1G06080,,,,
1200,,,,AT2G29120,,,,
1201,,,,AT2G40200,,,,
1202,,,,AT3G20110,,,,
1203,,,,AT1G59860,,,,
1204,,,,AT1G26560,,,,
1205,,,,AT5G40420,,,,
1206,,,,AT3G58120,,,,
1207,,,,AT5G63820,,,,
1208,,,,AT4G19370,,,,
1209,,,,AT4G32460,,,,
1210,,,,AT5G24155,,,,
1211,,,,AT4G33120,,,,
1212,,,,AT5G01180,,,,
1213,,,,AT1G51580,,,,
1214,,,,AT1G02340,,,,
1215,,,,AT5G40100,,,,
1216,,,,AT5G06510,,,,
1217,,,,AT2G46780,,,,
1218,,,,AT5G25240,,,,
1219,,,,AT5G01740,,,,
1220,,,,AT5G01210,,,,
1221,,,,AT4G36230,,,,
1222,,,,AT3G50340,,,,
1223,,,,AT1G55040,,,,
1224,,,,AT2G05510,,,,
1225,,,,AT1G76690,,,,
1226,,,,AT1G16390,,,,
1227,,,,AT1G03820,,,,
1228,,,,AT5G06280,,,,
1229,,,,AT5G64552,,,,
1230,,,,AT5G03990,,,,
1231,,,,AT5G40250,,,,
1232,,,,AT1G67650,,,,
1233,,,,AT3G50930,,,,
1234,,,,AT1G55960,,,,
1235,,,,AT2G32340,,,,
1236,,,,AT5G13700,,,,
1237,,,,AT5G59510,,,,
1238,,,,AT3G60290,,,,
1239,,,,AT1G09570,,,,
1240,,,,AT1G65970,,,,
1241,,,,AT5G65380,,,,
1242,,,,AT3G47980,,,,
1243,,,,AT1G65500,,,,
1244,,,,AT5G39160,,,,
1245,,,,AT1G30515,,,,
1246,,,,AT5G07000,,,,
1247,,,,AT1G30510,,,,
1248,,,,AT4G28240,,,,
1249,,,,AT3G49550,,,,
1250,,,,AT1G31770,,,,
1251,,,,AT3G47347,,,,
1252,,,,AT3G47340,,,,
1253,,,,ATCG00350,,,,
1254,,,,AT2G41820,,,,
1255,,,,AT2G33060,,,,
1256,,,,AT3G48610,,,,
1257,,,,AT4G13260,,,,
1258,,,,AT4G37730,,,,
1259,,,,AT4G13340,,,,
1260,,,,AT1G70985,,,,
1261,,,,AT3G30180,,,,
1262,,,,AT1G70980,,,,
1263,,,,AT5G58770,,,,
1264,,,,AT5G35110,,,,
1265,,,,AT5G02020,,,,
1266,,,,AT4G12740,,,,
1267,,,,AT5G03120,,,,
1268,,,,AT4G38700,,,,
1269,,,,AT1G71990,,,,
1270,,,,AT5G43950,,,,
1271,,,,AT4G14690,,,,
1272,,,,AT3G27070,,,,
1273,,,,AT1G76960,,,,
1274,,,,AT5G58550,,,,
1275,,,,AT1G53690,,,,
1276,,,,AT2G14900,,,,
1277,,,,AT2G34260,,,,
1278,,,,AT1G31280,,,,
1279,,,,AT5G02750,,,,
1280,,,,AT1G26945,,,,
1281,,,,AT3G21010,,,,
1282,,,,AT5G33355,,,,
1283,,,,AT3G20540,,,,
1284,,,,AT4G35770,,,,
1285,,,,AT5G06970,,,,
1286,,,,AT3G12710,,,,
1287,,,,AT3G05910,,,,
1288,,,,AT5G13170,,,,
1289,,,,AT1G07119,,,,
1290,,,,AT4G38770,,,,
1291,,,,AT1G20620,,,,
1292,,,,AT5G62220,,,,
1293,,,,AT2G32560,,,,
1294,,,,AT3G13277,,,,
1295,,,,AT1G07440,,,,
1296,,,,AT5G18340,,,,
1297,,,,AT4G26990,,,,
1298,,,,AT5G63790,,,,
1299,,,,AT4G38400,,,,
1300,,,,AT3G59930,,,,
1301,,,,ATMG00060,,,,
1302,,,,AT5G09350,,,,
1303,,,,AT4G39800,,,,
1304,,,,AT5G19190,,,,
1305,,,,AT5G08600,,,,
1306,,,,AT2G21320,,,,
1307,,,,ATMG01090,,,,
1308,,,,AT1G60270,,,,
1309,,,,AT3G61750,,,,
1310,,,,AT5G45275,,,,
1311,,,,AT1G61275,,,,
1312,,,,AT3G28180,,,,
1313,,,,AT1G62840,,,,
1314,,,,AT5G63810,,,,
1315,,,,AT4G25800,,,,
1316,,,,AT5G57550,,,,
1317,,,,AT2G07826,,,,
1318,,,,AT1G08430,,,,
1319,,,,ATCG00220,,,,
1320,,,,AT3G57410,,,,
1321,,,,AT4G34770,,,,
1322,,,,AT1G75590,,,,
1323,,,,AT4G25560,,,,
1324,,,,AT5G38200,,,,
1325,,,,AT5G23840,,,,
1326,,,,AT5G22860,,,,
1327,,,,AT1G75450,,,,
1328,,,,AT2G38530,,,,
1329,,,,AT5G22580,,,,
1330,,,,AT5G04190,,,,
1331,,,,AT2G17650,,,,
1332,,,,AT4G15340,,,,
1333,,,,AT1G04240,,,,
1334,,,,AT5G36925,,,,
1335,,,,AT1G01200,,,,
1336,,,,AT4G36850,,,,
1337,,,,AT3G03520,,,,
1338,,,,AT3G19380,,,,
1339,,,,AT5G15290,,,,
1340,,,,AT3G13950,,,,
1341,,,,ATCG01100,,,,
1342,,,,AT2G21430,,,,
1343,,,,AT5G59320,,,,
1344,,,,AT2G06850,,,,
1345,,,,AT3G16770,,,,
1346,,,,AT2G22821,,,,
1347,,,,AT2G39130,,,,
1348,,,,AT2G42040,,,,
1349,,,,AT2G22980,,,,
1350,,,,AT5G56080,,,,
1351,,,,AT2G37580,,,,
1352,,,,AT5G63190,,,,
1353,,,,AT1G14120,,,,
1354,,,,AT3G49110,,,,
1355,,,,AT3G22600,,,,
1356,,,,AT5G49370,,,,
1357,,,,AT1G04560,,,,
1358,,,,AT5G11100,,,,
1359,,,,AT2G32990,,,,
1360,,,,AT1G78750,,,,
1361,,,,AT4G02005,,,,
1362,,,,AT3G62040,,,,
1363,,,,AT1G78450,,,,
1364,,,,AT5G09540,,,,
1365,,,,AT2G39310,,,,
1366,,,,AT1G73165,,,,
1367,,,,AT2G20750,,,,
1368,,,,AT2G40711,,,,
1369,,,,AT4G09460,,,,
1370,,,,AT3G27630,,,,
1371,,,,AT4G20230,,,,
1372,,,,AT4G09300,,,,
1373,,,,AT3G61800,,,,
1374,,,,AT5G66390,,,,
1375,,,,AT1G14540,,,,
1376,,,,ATMG01370,,,,
1377,,,,AT1G21980,,,,
1378,,,,AT1G01190,,,,
1379,,,,ATCG00070,,,,
1380,,,,AT5G25370,,,,
1381,,,,AT1G02850,,,,
1382,,,,AT5G19120,,,,
1383,,,,AT2G32190,,,,
1384,,,,AT3G49570,,,,
1385,,,,AT2G45960,,,,
1386,,,,AT1G59710,,,,
1387,,,,AT3G07350,,,,
1388,,,,AT1G69070,,,,
1389,,,,AT3G09600,,,,
1390,,,,AT2G35742,,,,
1391,,,,AT2G18690,,,,
1392,,,,AT5G43540,,,,
1393,,,,AT4G16690,,,,
1394,,,,AT1G62280,,,,
1395,,,,AT4G14930,,,,
1396,,,,AT1G44830,,,,
1397,,,,AT4G18670,,,,
1398,,,,AT2G36040,,,,
1399,,,,AT1G01580,,,,
1400,,,,AT5G67060,,,,
1401,,,,AT1G69080,,,,
1402,,,,AT1G56320,,,,
1403,,,,AT2G01190,,,,
1404,,,,AT2G18193,,,,
1405,,,,AT5G14360,,,,
1406,,,,AT3G57940,,,,
1407,,,,AT3G60910,,,,
1408,,,,AT5G35995,,,,
1409,,,,AT2G15020,,,,
1410,,,,AT1G13080,,,,
1411,,,,AT5G37550,,,,
1412,,,,AT2G36100,,,,
1413,,,,AT1G28685,,,,
1414,,,,AT5G16350,,,,
1415,,,,AT3G22945,,,,
1416,,,,AT3G63088,,,,
1417,,,,AT2G47880,,,,
1418,,,,AT1G76610,,,,
1419,,,,AT5G43330,,,,
1420,,,,AT1G35660,,,,
1421,,,,AT5G58360,,,,
1422,,,,AT1G63730,,,,
1423,,,,AT4G15710,,,,
1424,,,,AT2G47060,,,,
1425,,,,AT2G27580,,,,
1426,,,,AT2G20670,,,,
1427,,,,AT5G05430,,,,
1428,,,,AT1G18330,,,,
1429,,,,AT1G68850,,,,
1430,,,,AT1G67148,,,,
1431,,,,AT2G23110,,,,
1432,,,,AT5G06865,,,,
1433,,,,AT3G04740,,,,
1434,,,,AT1G17700,,,,
1435,,,,AT3G09290,,,,
1436,,,,AT5G40020,,,,
1437,,,,AT1G71740,,,,
1438,,,,AT1G23052,,,,
1439,,,,AT2G47160,,,,
1440,,,,AT3G03870,,,,
1441,,,,AT2G26220,,,,
1442,,,,AT5G48850,,,,
1443,,,,AT1G26800,,,,
1444,,,,AT4G16270,,,,
1445,,,,AT2G35880,,,,
1446,,,,AT1G76500,,,,
1447,,,,AT1G09460,,,,
1448,,,,AT1G69530,,,,
1449,,,,AT5G01730,,,,
1450,,,,AT3G04730,,,,
1451,,,,AT2G46610,,,,
1452,,,,AT1G30760,,,,
1453,,,,AT4G24450,,,,
1454,,,,AT3G20380,,,,
1455,,,,AT2G46750,,,,
1456,,,,AT3G21890,,,,
1457,,,,AT4G24510,,,,
1458,,,,AT3G21720,,,,
1459,,,,AT3G24255,,,,
1460,,,,ATMG01000,,,,
1461,,,,AT1G12110,,,,
1462,,,,AT1G63420,,,,
1463,,,,AT2G43060,,,,
1464,,,,AT3G46450,,,,
1465,,,,AT3G54260,,,,
1466,,,,AT4G17250,,,,
1467,,,,AT1G23020,,,,
1468,,,,AT5G25490,,,,
1469,,,,ATMG00250,,,,
1470,,,,AT1G62380,,,,
1471,,,,AT5G40090,,,,
1472,,,,AT5G59440,,,,
1473,,,,AT1G71696,,,,
1474,,,,AT3G21805,,,,
1475,,,,AT5G48920,,,,
1476,,,,AT5G06200,,,,
1477,,,,AT4G18580,,,,
1478,,,,AT5G53815,,,,
1479,,,,AT1G58030,,,,
1480,,,,AT5G02230,,,,
1481,,,,AT3G55740,,,,
1482,,,,AT1G65310,,,,
1483,,,,AT5G07010,,,,
1484,,,,AT4G19820,,,,
1485,,,,AT1G30500,,,,
1486,,,,AT1G06350,,,,
1487,,,,AT5G62490,,,,
1488,,,,AT1G78110,,,,
1489,,,,AT3G06890,,,,
1490,,,,AT5G21970,,,,
1491,,,,AT2G21185,,,,
1492,,,,AT3G57700,,,,
1493,,,,AT1G65490,,,,
1494,,,,AT1G49200,,,,
1495,,,,AT4G28390,,,,
1496,,,,AT1G45015,,,,
1497,,,,AT3G23810,,,,
1498,,,,AT3G47400,,,,
1499,,,,AT1G70830,,,,
1500,,,,AT4G09890,,,,
1501,,,,AT1G49860,,,,
1502,,,,AT5G02190,,,,
1503,,,,AT1G75100,,,,
1504,,,,AT1G07350,,,,
1505,,,,AT5G65320,,,,
1506,,,,AT2G02120,,,,
1507,,,,AT1G32690,,,,
1508,,,,AT5G59010,,,,
1509,,,,AT4G11190,,,,
1510,,,,AT5G02760,,,,
1511,,,,AT5G07330,,,,
1512,,,,ATMG00780,,,,
1513,,,,AT1G69810,,,,
1514,,,,AT5G02560,,,,
1515,,,,AT2G07747,,,,
1516,,,,AT3G11700,,,,
1517,,,,AT4G05110,,,,
1518,,,,AT5G38280,,,,
1519,,,,AT2G39830,,,,
1520,,,,AT3G05900,,,,
1521,,,,AT5G51390,,,,
1522,,,,AT4G14750,,,,
1523,,,,AT4G37890,,,,
1524,,,,AT1G35830,,,,
1525,,,,AT2G42620,,,,
1526,,,,AT2G23985,,,,
1527,,,,AT4G21730,,,,
1528,,,,AT1G69880,,,,
1529,,,,AT3G28860,,,,
1530,,,,AT5G47380,,,,
1531,,,,AT5G23750,,,,
1532,,,,AT5G43860,,,,
1533,,,,AT5G08220,,,,
1534,,,,AT1G70690,,,,
1535,,,,AT1G47655,,,,
1536,,,,AT3G57740,,,,
1537,,,,AT1G10740,,,,
1538,,,,AT3G49820,,,,
1539,,,,AT3G16890,,,,
1540,,,,AT3G41761,,,,
1541,,,,AT2G25220,,,,
1542,,,,ATCG00210,,,,
1543,,,,AT4G24700,,,,
1544,,,,AT1G53635,,,,
1545,,,,AT5G39190,,,,
1546,,,,AT2G42530,,,,
1547,,,,AT2G38600,,,,
1548,,,,AT5G09800,,,,
1549,,,,AT3G19620,,,,
1550,,,,AT3G28290,,,,
1551,,,,AT5G09805,,,,
1552,,,,AT3G28740,,,,
1553,,,,AT4G30280,,,,
1554,,,,AT5G36910,,,,
1555,,,,AT4G32350,,,,
1556,,,,AT2G38540,,,,
1557,,,,AT4G15330,,,,
1558,,,,AT1G74310,,,,
1559,,,,AT5G61270,,,,
1560,,,,AT3G55230,,,,
1561,,,,AT4G38932,,,,
1562,,,,AT5G62100,,,,
1563,,,,AT3G59220,,,,
1564,,,,AT1G18710,,,,
1565,,,,AT5G62170,,,,
1566,,,,AT5G49380,,,,
1567,,,,AT4G28290,,,,
1568,,,,AT1G52190,,,,
1569,,,,AT3G26520,,,,
1570,,,,AT1G73870,,,,
1571,,,,AT2G45400,,,,
1572,,,,AT4G31000,,,,
1573,,,,AT4G30060,,,,
1574,,,,AT1G73190,,,,
1575,,,,AT2G22830,,,,
1576,,,,AT4G15800,,,,
1577,,,,ATCG00280,,,,
1578,,,,AT1G04650,,,,
1579,,,,AT5G66480,,,,
1580,,,,AT1G33615,,,,
1581,,,,AT4G00910,,,,
1582,,,,AT5G63180,,,,
1583,,,,AT3G44990,,,,
1584,,,,AT5G49360,,,,
1585,,,,AT1G15830,,,,
1586,,,,AT1G19396,,,,
1587,,,,AT3G29370,,,,
1588,,,,AT4G19690,,,,
1589,,,,AT1G04778,,,,
1590,,,,AT4G23690,,,,
1591,,,,AT1G05680,,,,
1592,,,,AT5G18010,,,,
1593,,,,AT3G19470,,,,
1594,,,,AT5G03285,,,,
1595,,,,AT1G18620,,,,
1596,,,,AT1G69160,,,,
1597,,,,AT4G36520,,,,
1598,,,,AT3G49580,,,,
1599,,,,AT4G32280,,,,
1600,,,,AT5G25140,,,,
1601,,,,AT5G19875,,,,
1602,,,,AT5G19870,,,,
1603,,,,AT4G28270,,,,
1604,,,,AT5G09978,,,,
1605,,,,AT1G33055,,,,
1606,,,,AT5G49700,,,,
1607,,,,AT2G45470,,,,
1608,,,,AT2G34020,,,,
1609,,,,AT5G60290,,,,
1610,,,,AT2G39010,,,,
1611,,,,AT5G18080,,,,
1612,,,,AT2G41475,,,,
1613,,,,AT5G51890,,,,
1614,,,,AT5G47540,,,,
1615,,,,AT1G05420,,,,
1616,,,,ATCG00710,,,,
1617,,,,AT2G26110,,,,
1618,,,,AT5G46240,,,,
1619,,,,AT1G27420,,,,
1620,,,,AT4G39320,,,,
1621,,,,AT3G45160,,,,
1622,,,,AT5G27660,,,,
1623,,,,AT2G40170,,,,
1624,,,,AT1G13480,,,,
1625,,,,AT4G14940,,,,
1626,,,,AT1G01430,,,,
1627,,,,AT2G41480,,,,
1628,,,,AT5G66170,,,,
1629,,,,AT5G10695,,,,
1630,,,,AT1G56720,,,,
1631,,,,AT1G48130,,,,
1632,,,,AT4G20880,,,,
1633,,,,AT5G63450,,,,
1634,,,,AT5G10970,,,,
1635,,,,AT5G56230,,,,
1636,,,,AT2G23590,,,,
1637,,,,AT2G23690,,,,
1638,,,,AT2G44690,,,,
1639,,,,AT3G54400,,,,
1640,,,,AT3G23030,,,,
1641,,,,AT4G30960,,,,
1642,,,,AT1G28670,,,,
1643,,,,AT5G52310,,,,
1644,,,,AT2G19310,,,,
1645,,,,AT2G33810,,,,
1646,,,,AT5G23190,,,,
1647,,,,AT4G08290,,,,
1648,,,,AT3G22400,,,,
1649,,,,AT3G26445,,,,
1650,,,,AT2G20722,,,,
1651,,,,AT4G13750,,,,
1652,,,,AT4G33490,,,,
1653,,,,AT4G08685,,,,
1654,,,,AT5G23860,,,,
1655,,,,AT1G77200,,,,
1656,,,,AT4G27450,,,,
1657,,,,AT4G19130,,,,
1658,,,,AT4G08040,,,,
1659,,,,AT3G54120,,,,
1660,,,,AT2G20560,,,,
1661,,,,AT5G10580,,,,
1662,,,,AT4G23670,,,,
1663,,,,AT1G69780,,,,
1664,,,,AT2G23180,,,,
1665,,,,AT1G64670,,,,
1666,,,,AT5G01930,,,,
1667,,,,AT4G25260,,,,
1668,,,,AT1G25988,,,,
1669,,,,AT1G77870,,,,
1670,,,,AT1G03760,,,,
1671,,,,AT2G32210,,,,
1672,,,,AT3G03110,,,,
1673,,,,AT2G33250,,,,
1674,,,,AT2G47000,,,,
1675,,,,AT3G03840,,,,
1676,,,,AT2G19650,,,,
1677,,,,AT5G02850,,,,
1678,,,,AT1G76470,,,,
1679,,,,AT4G16260,,,,
1680,,,,AT4G18970,,,,
1681,,,,AT4G33666,,,,
1682,,,,AT5G25380,,,,
1683,,,,AT5G61660,,,,
1684,,,,AT4G33660,,,,
1685,,,,AT2G21830,,,,
1686,,,,AT5G25450,,,,
1687,,,,AT5G06470,,,,
1688,,,,AT3G26230,,,,
1689,,,,AT1G22910,,,,
